loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail,credit_age_yrs
25000,60 months,10.36,10+ years,RENT,108000,Verified,debt_consolidation,21.38,0,0,16,0,61601,0.44,24,16350,4126.03,6488.16,0,24.33516484
7000,36 months,14.91,1 year,RENT,32000,Not Verified,debt_consolidation,8.93,0,0,4,0,3844,0.961,11,7000,1707.38,968.84,0,6.854395604
3000,36 months,10.65,4 years,RENT,40000,Not Verified,debt_consolidation,8.58,0,2,6,0,1476,0.738,28,2156.21,479.63,97.72,1,17.14010989
5000,36 months,13.92,< 1 year,MORTGAGE,118000,Not Verified,debt_consolidation,21.98,0,3,12,0,53860,0.863,30,5000,1231.78,302.55,0,19.4010989
10000,60 months,12.98,10+ years,RENT,68640,Not Verified,debt_consolidation,13.13,0,1,7,0,26166,0.852,27,7975,2040.79,4964.41,0,24.50274725
10000,36 months,13.57,3 years,RENT,46585,Source Verified,debt_consolidation,21.17,0,0,15,0,9114,0.57,22,10000,2232.59,362.52,0,11.7032967
18000,36 months,7.51,7 years,MORTGAGE,115000,Verified,credit_card,15.99,0,0,14,0,36036,0.548,38,18000,2159.78,579.27,0,24.67032967
6000,60 months,10.74,8 years,MORTGAGE,44000,Source Verified,medical,6.41,0,2,4,0,275,0.017,12,6000,1226.24,3726.94,0,13.46428571
12900,36 months,12.99,9 years,MORTGAGE,180000,Not Verified,credit_card,16.03,0,3,17,0,137661,0.832,49,12900,2582.69,3754.89,0,19.73351648
12000,36 months,18.61,2 years,MORTGAGE,110000,Not Verified,debt_consolidation,28.21,0,1,27,0,88391,0.899,52,12000,3750.34,451.38,0,24.08241758
2200,36 months,11.72,6 years,RENT,39270,Not Verified,other,17.2,1,0,4,0,4863,0.695,6,2200,358.35,959.43,0,3.928571429
35000,60 months,11.71,10+ years,MORTGAGE,82000,Verified,credit_card,12.23,0,0,16,0,21355,0.387,42,14381.9,8024.91,773.44,1,16.72802198
20000,36 months,13.92,7 years,MORTGAGE,110000,Verified,debt_consolidation,18.57,1,1,17,0,105424,0.694,30,20000,4578.82,718.38,0,18.39835165
1900,36 months,7.51,10+ years,MORTGAGE,72000,Not Verified,debt_consolidation,19.27,0,2,12,0,18397,0.41,20,1900,214.13,778.61,0,24.42032967
25000,60 months,13.98,1 year,RENT,90000,Source Verified,credit_card,20.24,0,0,8,0,133856,0.696,23,1393.13,1317.97,452.37,1,15.47252747
21725,60 months,12.99,3 years,MORTGAGE,76000,Verified,major_purchase,14.67,0,2,10,0,4262,0.279,26,21725,697.13,21435.6,0,10.53021978
13000,36 months,14.18,2 years,RENT,36000,Not Verified,debt_consolidation,18.93,0,5,10,0,17784,0.52,14,2249.92,1278.58,460.35,1,3.593406593
12000,36 months,6.54,10+ years,MORTGAGE,60000,Not Verified,other,15.16,0,0,9,0,59671,0.745,24,8000,832.34,263.02,0,16.97252747
8250,36 months,7.51,n/a,MORTGAGE,31500,Verified,debt_consolidation,17.87,0,4,17,0,7521,0.104,37,8250,989.89,278.92,0,30.10164835
7000,36 months,5.79,7 years,MORTGAGE,90000,Source Verified,vacation,6.36,0,1,8,0,5788,0.223,15,7000,642.37,255.78,0,19.31318681
6000,36 months,11.83,3 years,MORTGAGE,59000,Not Verified,debt_consolidation,20.4,0,0,11,0,7278,0.301,13,6000,433.94,5045.29,0,5.521978022
2500,36 months,16.82,2 years,MORTGAGE,20004,Verified,home_improvement,17.34,0,0,5,0,8566,0.985,9,2500,700.87,97.97,0,7.274725275
20000,36 months,10.62,1 year,MORTGAGE,29000,Not Verified,debt_consolidation,12.58,0,0,5,0,6011,0.334,15,20000,3444.22,677.07,0,11.37637363
10000,36 months,12.61,< 1 year,MORTGAGE,132000,Not Verified,debt_consolidation,20.88,0,6,17,0,395,0.038,27,3974.77,1373.23,335.07,1,15.96978022
28000,60 months,10.65,1 year,RENT,80000,Verified,credit_card,14.05,0,0,6,0,6904,0.243,18,28000,3968.16,21721.5,0,11.95604396
6300,36 months,11.11,7 years,MORTGAGE,27500,Not Verified,debt_consolidation,15.01,0,0,8,0,3876,0.596,19,6300,724.84,4146.13,0,16.89010989
9600,60 months,16.4,6 years,RENT,37000,Source Verified,credit_card,18.19,0,0,8,0,7081,0.957,13,9600,4527.65,468.65,0,7.521978022
26000,60 months,19.03,10+ years,RENT,72000,Verified,debt_consolidation,22.22,0,1,9,0,22279,0.814,21,13061.84,11872.64,674.89,1,9.947802198
15000,36 months,11.72,10+ years,MORTGAGE,66000,Not Verified,debt_consolidation,2.42,0,1,3,0,0,0,12,15000,2863.54,501.2,0,17.39285714
3500,36 months,13.49,9 years,RENT,65000,Verified,debt_consolidation,22.15,0,0,17,0,22059,0.831,40,3500,676.74,1456.31,0,14.96703297
25000,60 months,11.11,10+ years,MORTGAGE,208000,Source Verified,home_improvement,2.42,0,0,16,0,0,0,28,25000,2774.71,21241.38,0,9.115384615
21000,36 months,12.69,8 years,MORTGAGE,135000,Verified,debt_consolidation,8.52,0,1,11,0,30361,0.63,24,21000,3295.04,11650.08,0,11.87087912
2400,36 months,10,5 years,RENT,57110,Not Verified,debt_consolidation,1.55,0,0,3,0,2914,0.32,4,2400,136.66,1651.76,0,4.934065934
12000,36 months,14.26,3 years,RENT,42000,Not Verified,debt_consolidation,9.14,0,5,15,1,9154,0.635,33,12000,2821.34,451.34,0,19.14835165
8000,36 months,5.79,4 years,RENT,54996,Source Verified,debt_consolidation,8.95,0,1,7,0,2229,0.143,14,8000,734.22,262.53,0,9.28021978
21000,36 months,11.71,< 1 year,MORTGAGE,108000,Verified,debt_consolidation,13.76,0,0,9,0,27676,0.55,21,21000,4005.4,710.65,0,19.64835165
4375,36 months,5.42,< 1 year,OWN,17760,Source Verified,debt_consolidation,20.2,0,0,9,0,1639,0.077,24,4375,113.36,36.57,0,21.82967033
16875,36 months,6.54,< 1 year,RENT,72000,Verified,debt_consolidation,9.8,0,0,12,0,17449,0.483,17,16875,1563.86,379.43,0,12.12637363
13000,36 months,11.58,3 years,RENT,58000,Verified,debt_consolidation,9.43,0,1,10,0,12174,0.596,15,13000,1713.93,7861.95,0,11.87362637
8000,36 months,13.35,< 1 year,MORTGAGE,34000,Verified,credit_card,16.62,1,0,13,2,12120,0.431,39,8000,1753.42,299.13,0,25.83516484
12000,36 months,14.22,4 years,RENT,48000,Verified,other,0.2,3,6,14,0,221,0.009,56,1868.33,1312.81,447.57,1,9.03021978
3200,36 months,10.25,10+ years,RENT,85000,Not Verified,other,2.51,0,1,2,0,8497,0.732,10,3200,528.05,320.49,0,11.71153846
5000,36 months,6.03,10+ years,MORTGAGE,65000,Not Verified,debt_consolidation,4.21,0,0,7,0,1289,0.043,27,5000,443.6,1388.77,0,16.47527473
7000,36 months,14.96,6 years,OWN,150000,Not Verified,other,0.24,0,1,3,0,633,0.422,9,7000,1736.38,263.27,0,10.28846154
25000,36 months,16.45,1 year,MORTGAGE,170004,Verified,debt_consolidation,24.89,0,2,17,0,41695,0.87,41,25000,5809.92,11384.06,0,12.53846154
15000,36 months,7.49,10+ years,MORTGAGE,105804,Source Verified,other,2.65,0,0,5,0,1928,0.247,14,15000,1794.86,485.49,0,5.351648352
7500,36 months,14.84,5 years,RENT,30000,Not Verified,debt_consolidation,13.48,0,0,8,0,5942,0.725,15,7500,1839.17,282.73,0,6.43956044
9000,36 months,7.49,10+ years,MORTGAGE,96000,Verified,home_improvement,8.05,0,3,5,0,50965,0.592,19,9000,691.97,5788.95,0,10.53021978
1925,36 months,10.59,2 years,MORTGAGE,54996,Source Verified,other,22.1,0,0,10,0,46418,0.912,26,1925,282.3,832.81,0,11.2032967
8000,36 months,13.49,3 years,OWN,30000,Verified,debt_consolidation,14.48,0,2,11,0,6266,0.441,21,8000,1771.92,287.22,0,9.03021978
26000,60 months,15.99,10+ years,MORTGAGE,83100,Verified,debt_consolidation,22.89,0,1,12,0,20145,0.515,31,26000,7155.14,18634.41,0,17.14010989
8000,60 months,10,10+ years,OWN,16800,Verified,medical,5.36,0,0,4,0,2197,0.133,7,8000,1557.04,4803.75,0,12.37637363
18000,36 months,12.68,9 years,MORTGAGE,74000,Verified,debt_consolidation,10.39,0,1,6,0,18834,0.733,12,18000,3641.66,3588.47,0,8.60989011
16000,36 months,14.17,3 years,MORTGAGE,3.00E+05,Source Verified,major_purchase,8.76,0,1,14,0,124225,0.268,42,16000,3006.72,8047.12,0,11.87362637
3000,36 months,9.91,10+ years,RENT,45600,Not Verified,major_purchase,8,0,0,5,0,6283,0.524,25,3000,463.87,665.73,0,17.05769231
1500,36 months,7.88,7 years,MORTGAGE,65004,Not Verified,major_purchase,4.14,0,1,10,0,7171,0.383,22,1500,187.48,188.65,0,11.20604396
10000,36 months,12.42,< 1 year,RENT,60000,Source Verified,debt_consolidation,13.58,0,1,8,0,7088,0.338,18,10000,1343.35,1335.65,0,9.618131868
28000,36 months,15.62,< 1 year,MORTGAGE,110000,Verified,credit_card,11.64,0,1,9,0,21061,0.721,37,28000,5035.22,17383.1,0,11.62087912
25000,60 months,12.61,10+ years,MORTGAGE,175000,Verified,debt_consolidation,9.73,0,2,13,0,24053,0.52,34,21000,4036.98,15588.49,0,20.65659341
30000,36 months,6.62,5 years,MORTGAGE,61500,Verified,small_business,15.4,0,0,8,0,3051,0.094,25,15908.04,2513.57,26.6,1,13.96153846
12350,60 months,14.27,1 year,RENT,59000,Not Verified,medical,22.72,0,2,14,0,8493,0.418,22,2143.96,1886.78,289.1,1,11.12087912
7750,60 months,17.56,3 years,MORTGAGE,70000,Not Verified,credit_card,21.34,0,1,8,0,38863,0.994,27,7750,3945,34.92,0,13.62637363
4000,36 months,6.99,10+ years,MORTGAGE,63000,Not Verified,major_purchase,8.5,0,2,4,0,7999,0.425,20,4000,445.6,130.5,0,12.87637363
4800,36 months,10.36,< 1 year,RENT,40000,Verified,credit_card,14.67,0,0,7,0,7649,0.956,11,4800,777.91,1066.77,0,6.186813187
8400,36 months,7.51,1 year,MORTGAGE,84000,Verified,credit_card,8.36,0,1,8,0,821,0.018,15,8400,1007.74,283.33,0,18.47802198
12000,60 months,13.99,10+ years,MORTGAGE,91000,Source Verified,home_improvement,8.58,0,1,9,0,8912,0.568,42,12000,1919.11,10017.14,0,11.62087912
15000,36 months,14.59,10+ years,RENT,85000,Not Verified,debt_consolidation,18.23,2,1,23,0,20000,0.185,63,14999.99,3611.9,535.74,0,21.23351648
10000,36 months,15.33,10+ years,MORTGAGE,65000,Not Verified,educational,4.23,0,2,9,0,2296,0.459,21,10000,942.23,8507.33,0,22.07417582
3000,36 months,9.32,1 year,RENT,54000,Not Verified,credit_card,6.6,0,1,16,0,2979,0.289,30,1390.29,327.99,95.85,1,5.354395604
4750,36 months,14.61,2 years,RENT,14000,Verified,debt_consolidation,10.71,0,2,11,0,3798,0.506,13,4750,1145.21,170.49,0,3.178571429
8000,36 months,6.62,7 years,MORTGAGE,70000,Not Verified,home_improvement,7.77,0,3,8,0,0,0,20,8000,770.37,2642.07,0,14.13186813
1000,36 months,14.74,1 year,RENT,62000,Not Verified,other,1.49,0,0,4,0,1914,0.445,5,640.74,220.75,15,1,3.010989011
6000,36 months,8.9,n/a,MORTGAGE,120000,Verified,major_purchase,12.24,0,3,23,0,14406,0.179,37,6000,858.69,196.4,0,17.97802198
1800,36 months,5.42,5 years,OWN,27996,Not Verified,debt_consolidation,1.97,0,0,6,0,1851,0.086,22,1800,141.18,588.99,0,13.54945055
10500,36 months,9.99,6 years,MORTGAGE,63400,Source Verified,other,10.15,0,2,9,0,42086,0.357,24,10500,1286.06,5703.96,0,10.9532967
7000,60 months,15.21,5 years,MORTGAGE,27000,Verified,car,0.89,2,1,4,1,986,0.379,13,7000,2704.56,2860.54,0,14.13186813
12000,60 months,16.69,10+ years,MORTGAGE,60000,Not Verified,moving,20.94,1,0,7,0,224,0.172,25,12000,5773.87,295.71,0,10.53846154
1400,36 months,5.42,10+ years,MORTGAGE,54000,Source Verified,major_purchase,12.07,0,0,9,0,896,0.027,25,1400,77.48,888.04,0,22.15934066
9600,36 months,7.51,5 years,MORTGAGE,48000,Source Verified,other,11.5,0,0,7,0,9151,0.555,18,9600,1150.08,430.07,0,12.37637363
12000,36 months,13.11,5 years,RENT,33504,Not Verified,debt_consolidation,20.02,0,0,2,0,18815,0.871,13,12000,1069.03,9835.41,0,9.865384615
10000,36 months,9.91,6 years,MORTGAGE,30000,Source Verified,wedding,22.88,1,0,10,0,5748,0.449,22,10000,1546.3,2210.07,0,7.271978022
7000,36 months,11.26,10+ years,MORTGAGE,59147,Source Verified,debt_consolidation,18.2,0,1,14,0,42157,0.866,40,7000,1268.76,916.69,0,20.48076923
3600,36 months,6.62,8 years,MORTGAGE,88824,Not Verified,other,11.75,0,0,8,0,17137,0.695,28,3600,379.17,116.44,0,14.38186813
5000,36 months,6.62,6 years,RENT,50793.6,Verified,debt_consolidation,26.79,0,0,7,0,8985,0.848,20,5000,526.66,159.41,0,32.61538462
16000,60 months,11.71,2 years,RENT,48000,Source Verified,credit_card,14.3,0,0,4,0,17034,0.796,17,16000,3282.52,10817.14,0,13.38186813
7000,36 months,6.17,6 years,RENT,50400,Not Verified,credit_card,15.45,0,3,10,0,2345,0.149,17,7000,573.77,3098.09,0,9.785714286
6500,36 months,12.53,1 year,RENT,24000,Not Verified,other,14.2,1,2,8,0,1799,0.375,13,6500,1134.84,2858.72,0,4.934065934
2400,36 months,8.9,5 years,RENT,82500,Source Verified,other,13.56,0,2,8,0,21826,0.573,12,2400,231.28,1492.22,0,21.73626374
4000,36 months,9.99,2 years,RENT,40000,Not Verified,debt_consolidation,19.41,1,0,9,0,5092,0.504,22,4000,646.38,147.6,0,5.604395604
6000,36 months,17.66,< 1 year,RENT,75000,Not Verified,debt_consolidation,28.56,0,8,23,0,13393,0.284,52,6000,1772.04,245.17,0,10.37087912
10000,36 months,11.14,< 1 year,RENT,32580,Not Verified,debt_consolidation,19.93,0,0,13,0,13952,0.231,18,10000,1809.85,330.83,0,38.80494505
8000,60 months,15.2,2 years,RENT,60000,Not Verified,credit_card,16.14,0,0,4,0,1888,0.524,16,8000,3348.77,2004.11,0,19.48626374
8000,36 months,15.62,4 years,MORTGAGE,37700,Not Verified,other,20.66,0,1,6,0,10889,0.999,14,8000,2071.26,298.17,0,10.20054945
9250,36 months,12.53,< 1 year,RENT,13000,Not Verified,small_business,0.92,0,1,4,0,3498,0.479,9,2468.08,935.43,309.57,1,9.362637363
12500,60 months,13.49,10+ years,RENT,66000,Verified,debt_consolidation,22.58,1,0,13,0,24974,0.484,24,2212.02,1806.68,287.56,1,20.98901099
3000,36 months,7.9,< 1 year,MORTGAGE,96000,Source Verified,car,0.19,1,0,4,0,25,0.001,14,3000,375.65,374.74,0,15.38736264
2000,60 months,16.45,10+ years,RENT,45000,Not Verified,other,24.32,0,3,18,0,14948,0.635,36,2000,946.8,53.05,0,11.12362637
24000,60 months,9.99,10+ years,MORTGAGE,97000,Verified,debt_consolidation,8.08,0,0,9,0,13559,0.438,28,14575,3742.15,4393.63,0,14.96978022
15000,60 months,19.74,10+ years,MORTGAGE,38400,Verified,small_business,4.44,0,3,7,0,832,0.208,17,15000,8700.58,1171.32,0,10.4532967
12000,36 months,5.79,3 years,MORTGAGE,185000,Verified,credit_card,5.96,0,0,16,0,5982,0.124,29,12000,1096.22,1111.88,0,11.28846154
25000,36 months,14.74,4 years,MORTGAGE,120000,Verified,home_improvement,24.18,0,3,20,0,311616,0.802,31,25000,3214.36,18721.74,0,10.70054945
5500,36 months,14.61,4 years,MORTGAGE,78792,Not Verified,debt_consolidation,8.04,0,1,6,0,7841,0.945,11,5500,1326.01,197.02,0,5.016483516
15000,36 months,11.11,< 1 year,RENT,33600,Not Verified,debt_consolidation,7.61,0,1,11,0,13820,0.337,35,15000,1812.36,9463.27,0,12.11813187
10000,36 months,6.17,5 years,MORTGAGE,72000,Verified,wedding,11.35,0,3,10,0,7352,0.128,25,10000,910.65,2988.66,0,10.86813187
18000,36 months,8.9,4 years,RENT,75000,Source Verified,debt_consolidation,10.98,0,0,4,0,9204,0.449,19,18000,1957.46,9678.93,0,14.0467033
14000,36 months,13.49,3 years,RENT,72500,Source Verified,credit_card,11.64,0,1,6,0,14286,0.816,17,14000,1284.48,11498.68,0,9.527472527
12725,60 months,10.99,9 years,OWN,90000,Not Verified,home_improvement,24.05,0,1,9,0,10402,0.24,34,12725,3148.4,3939.17,0,18.47527473
10500,60 months,15.33,10+ years,MORTGAGE,45000,Not Verified,debt_consolidation,21.47,0,0,13,0,24426,0.872,43,10500,4596.92,282.45,0,24.08241758
12500,36 months,11.49,4 years,RENT,60000,Source Verified,credit_card,12.44,0,2,2,0,0,1.00E-04,17,12500,2337,423.98,0,6.271978022
10250,36 months,14.38,4 years,RENT,72000,Not Verified,debt_consolidation,17.83,0,1,28,0,3815,0.065,32,10250,1194.37,7924.41,0,3.596153846
12000,36 months,13.23,5 years,RENT,45600,Source Verified,other,8.16,0,1,7,0,5568,0.438,18,12000,1565.7,8303.06,0,9.365384615
10000,36 months,14.79,5 years,MORTGAGE,70000,Source Verified,debt_consolidation,16.87,0,1,6,0,5565,0.976,10,10000,2442.49,362.56,0,6.271978022
13650,36 months,12.42,4 years,RENT,66000,Verified,debt_consolidation,24.09,0,0,11,0,8933,0.565,34,13650,2362.11,5980.83,0,10.86538462
10400,36 months,8.9,4 years,MORTGAGE,67000,Verified,debt_consolidation,5.25,0,0,5,0,5703,0.687,18,10400,852.27,7293.98,0,11.87362637
4000,36 months,10.95,< 1 year,RENT,34000,Verified,vacation,9,0,0,3,0,16142,0.381,4,4000,710.73,148.15,0,16.46978022
20000,60 months,9.62,8 years,MORTGAGE,56100,Verified,credit_card,17.11,0,0,7,0,29437,0.691,23,20000,5273.14,421.16,0,15.0521978
28000,36 months,7.49,10+ years,MORTGAGE,2.00E+05,Verified,home_improvement,14.44,0,3,16,0,8292,0.084,51,28000,1455.3,6627.87,0,18.55769231
6000,36 months,12.84,10+ years,RENT,31500,Source Verified,other,5.83,0,1,3,0,7699,0.694,10,993.56,417.85,201.71,1,30.43406593
10000,36 months,5.79,6 years,RENT,35000,Not Verified,major_purchase,1.71,0,1,7,0,894,0.018,12,10000,917.95,331.44,0,9.282967033
2500,36 months,12.68,< 1 year,RENT,20640,Verified,debt_consolidation,24.36,0,3,6,0,4260,0.789,22,2500,505.81,499.4,0,9.03021978
4000,36 months,7.4,7 years,RENT,50000,Not Verified,debt_consolidation,5.23,0,0,8,0,4071,0.118,10,4000,472.47,139.63,0,12.37912088
10000,36 months,16.07,2 years,RENT,45000,Not Verified,debt_consolidation,6.03,0,1,5,0,10468,0.895,14,10000,2507.95,78.64,0,12.28571429
10000,60 months,13.49,8 years,RENT,50000,Not Verified,debt_consolidation,10.18,0,1,8,0,3240,0.549,19,10000,3793.84,911.04,0,10.20054945
30000,60 months,20.89,5 years,MORTGAGE,1.00E+05,Verified,debt_consolidation,24.14,2,0,13,0,22499,0.846,43,2772.17,4507.66,809.75,1,13.96153846
9000,36 months,6.17,2 years,RENT,60000,Source Verified,debt_consolidation,5.4,1,0,7,0,8034,0.613,12,9000,881.89,276.68,0,7.942307692
16000,36 months,6.62,4 years,MORTGAGE,97000,Source Verified,major_purchase,5.47,0,0,11,0,1628,0.019,23,16000,1658.88,2446.02,0,6.519230769
2000,36 months,13.11,1 year,RENT,24000,Not Verified,other,18,1,0,2,0,0,0,10,2000,429.75,71.15,0,19.3956044
10000,36 months,6.54,7 years,RENT,52000,Source Verified,debt_consolidation,23.77,0,0,13,0,6683,0.365,19,6375,663.29,208.39,0,11.12087912
12000,36 months,9.63,1 year,MORTGAGE,55000,Source Verified,credit_card,12.72,0,1,9,0,17035,0.334,16,12000,1364.57,196.13,0,10.4532967
10000,36 months,10.37,4 years,RENT,30636,Verified,debt_consolidation,7.76,0,0,8,0,11363,0.614,14,10000,1603.91,2528.29,0,10.61538462
4800,36 months,12.99,5 years,RENT,39996,Not Verified,other,9.45,0,1,12,0,1184,0.304,14,4800,1021.47,170.64,0,8.357142857
7500,36 months,15.51,10+ years,MORTGAGE,75000,Not Verified,debt_consolidation,27.2,1,2,13,1,14273,0.501,23,7500,1927.18,271.88,0,10.79120879
3250,36 months,15.68,5 years,MORTGAGE,12000,Not Verified,educational,11.8,0,0,4,0,3352,0.798,5,1342.42,584.7,113.76,1,4.175824176
3200,36 months,13.8,10+ years,RENT,65000,Source Verified,wedding,9.05,0,1,9,0,3372,0.173,10,219.18,107.85,109.06,1,3.343406593
10000,36 months,8.94,7 years,MORTGAGE,97000,Not Verified,debt_consolidation,7.62,0,2,9,0,20574,0.382,20,10000,1438.37,342.29,0,13.29395604
9000,36 months,6.76,10+ years,MORTGAGE,72000,Not Verified,debt_consolidation,17.92,0,0,21,0,15431,0.341,79,9000,327.9,7672.45,0,26.00549451
9000,36 months,13.61,< 1 year,RENT,60000,Not Verified,credit_card,10.9,0,0,10,0,9084,0.909,21,9000,1942.83,2109.77,0,6.68956044
12250,60 months,15.58,2 years,RENT,30000,Source Verified,small_business,20.36,0,0,10,0,9454,0.61,22,12250,5460.15,312.75,0,8.195054945
15000,36 months,9.63,< 1 year,RENT,65000,Not Verified,debt_consolidation,9.62,0,0,7,0,4002,0.124,24,15000,1332.26,10562.31,0,32.44505495
5000,36 months,8,1 year,MORTGAGE,79000,Source Verified,house,0.5,0,2,6,0,33,0.002,14,5000,529.84,1612.52,0,20.98901099
35000,60 months,21.67,6 years,RENT,250000,Source Verified,house,14.25,2,0,12,0,79792,0.866,25,35000.01,10377.15,29063.76,0,28.3489011
6000,36 months,15.23,7 years,RENT,65000,Not Verified,debt_consolidation,7.68,0,1,4,0,16113,0.959,9,6000,1512.05,234.92,0,8.695054945
3000,36 months,12.22,6 years,RENT,60996,Not Verified,moving,21.35,0,0,16,0,12074,0.51,28,3000,598.49,100.18,0,10.70054945
25000,60 months,13.98,10+ years,MORTGAGE,244000,Verified,home_improvement,5.33,2,0,8,0,18477,0.041,26,17650,5470.22,9586.62,0,20.9010989
12000,36 months,7.88,10+ years,MORTGAGE,110000,Not Verified,debt_consolidation,16.27,0,2,11,0,12311,0.249,63,12000,1513.37,384.91,0,13.21428571
4500,36 months,10.95,< 1 year,MORTGAGE,41000,Not Verified,other,13.26,0,3,10,0,3596,0.33,12,4500,317.38,1111.43,0,6.021978022
16000,36 months,6.91,10+ years,OWN,135000,Verified,debt_consolidation,15.64,0,2,18,0,27463,0.26,34,9725,1054.37,1489.81,0,21.98901099
4900,36 months,14.61,7 years,MORTGAGE,39300,Not Verified,educational,2.63,0,5,8,0,3288,0.747,10,4900,624.47,3669.14,0,8.782967033
5000,60 months,10.37,10+ years,MORTGAGE,1.00E+05,Source Verified,car,1.72,1,2,17,0,0,0,40,5000,127.99,4915.44,0,16.56043956
5000,36 months,5.42,3 years,MORTGAGE,40000,Source Verified,other,2.13,0,0,5,0,2307,0.089,14,5000,428.77,159.23,0,11.87087912
8000,36 months,16.29,7 years,MORTGAGE,75000,Source Verified,credit_card,11.9,0,1,10,0,8640,0.54,18,8000,2166.44,286.07,0,6.019230769
3000,36 months,10.59,4 years,RENT,28000,Verified,major_purchase,14.49,0,1,5,0,1981,0.12,11,3000,514.82,106.38,0,10.6978022
7000,36 months,7.51,n/a,RENT,15600,Not Verified,educational,11.38,0,0,7,0,5291,0.67,22,7000,667,1762.63,0,27.09340659
1000,36 months,10,n/a,RENT,13728,Not Verified,credit_card,23.34,0,0,13,1,7195,0.615,18,121.24,39.51,32.27,1,9.535714286
12000,36 months,14.27,6 years,RENT,55000,Not Verified,debt_consolidation,9.25,0,1,10,0,14254,0.477,20,12000,1787.97,8034.75,0,11.78846154
12000,36 months,10.36,4 years,RENT,39504,Not Verified,other,0.73,0,4,3,0,1330,0.266,6,12000,2012.94,396.29,0,4.516483516
5000,36 months,14.26,8 years,MORTGAGE,74796,Not Verified,home_improvement,9.56,0,6,9,1,2470,0.392,23,5000,174.34,4832.23,0,30.01923077
15000,60 months,9.99,< 1 year,MORTGAGE,75000,Not Verified,debt_consolidation,10.35,0,0,15,0,4713,0.058,26,15000,4090.84,1884.28,0,25.16758242
6400,36 months,5.79,< 1 year,RENT,42000,Not Verified,car,16.31,0,0,8,0,8106,0.171,12,6400,403.18,522.11,0,24.58791209
25000,60 months,19.29,10+ years,MORTGAGE,74326.08,Verified,other,23.07,1,0,6,0,11694,0.9,12,11645.55,11175.5,652.51,1,15.71978022
8000,36 months,16.02,4 years,MORTGAGE,112000,Not Verified,other,0.48,2,1,4,0,1658,0.474,16,8000,959.33,6432.42,0,8.027472527
18000,60 months,9.99,3 years,MORTGAGE,57408,Verified,debt_consolidation,23.12,0,1,13,0,28241,0.482,39,18000,4745.57,4352.68,0,17.39285714
